Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
27/07/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-464882091457-Order Payment,464882091457,27/07/2024,149.42,,70591.29
27/07/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-274274308611-UPI,274274308611,27/07/2024,86.11,,70505.18
28/07/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-437613084713-Payment from Phone,437613084713,28/07/2024,269.24,,70235.94
28/07/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-337373160260-UPI,337373160260,28/07/2024,10.38,,70225.56
29/07/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-440200111354-UPI,440200111354,29/07/2024,359.88,,69865.68
29/07/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-366249849390-Payment from Phone,366249849390,29/07/2024,312.96,,69552.72
29/07/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-380537031307-Order Payment,380537031307,29/07/2024,245.13,,69307.59
29/07/2024,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-312606929737-Payment from Phone,312606929737,29/07/2024,485.49,,68822.10
29/07/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-400826704059-UPI,400826704059,29/07/2024,112.95,,68709.15
29/07/2024,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-465128817612-Payment from Phone,465128817612,29/07/2024,979.86,,67729.29
29/07/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-423097080038-Order Payment,423097080038,29/07/2024,80.66,,67648.63
30/07/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-375615818555-Order Payment,375615818555,30/07/2024,69.87,,67578.76
30/07/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-431170370058-Payment,431170370058,30/07/2024,230.14,,67348.62
30/07/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-469205935068-Order Payment,469205935068,30/07/2024,186.63,,67161.99
31/07/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-259743980814-Order Payment,259743980814,31/07/2024,115.28,,67046.71
31/07/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-273716022886-UPI,273716022886,31/07/2024,449.31,,66597.40
01/08/2024,NEFT CR-UTIBN4362736323263-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-AUG24,UTIBN4362736323263,01/08/2024,,105536.00,172133.40
01/08/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-350188726605-Payment,350188726605,01/08/2024,785.68,,171347.72
01/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-380636912377-Order Payment,380636912377,01/08/2024,55.03,,171292.69
01/08/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-340545660718-Order Payment,340545660718,01/08/2024,369.09,,170923.60
01/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-236471553076-UPI,236471553076,01/08/2024,98.95,,170824.65
02/08/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-425513989910-Order Payment,425513989910,02/08/2024,115.61,,170709.04
02/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-410678037678-Payment,410678037678,02/08/2024,57.03,,170652.01
02/08/2024,UPI-UDEMY-udemy@apl-AIRP0000045-232396952269-UPI,232396952269,02/08/2024,672.54,,169979.47
02/08/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-331175072830-Payment from Phone,331175072830,02/08/2024,126.45,,169853.02
02/08/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-395393234101-Payment from Phone,395393234101,02/08/2024,379.02,,169474.00
03/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-460324935729-Order Payment,460324935729,03/08/2024,99.18,,169374.82
03/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-237495879548-Payment,237495879548,03/08/2024,41.83,,169332.99
03/08/2024,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-468033567843-Rent AUG24,468033567843,03/08/2024,19000.00,,150332.99
03/08/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-394916845178-Order Payment,394916845178,03/08/2024,78.33,,150254.66
03/08/2024,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-436215090458-Payment from Phone,436215090458,03/08/2024,391.62,,149863.04
03/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-282754489974-UPI,282754489974,03/08/2024,29.40,,149833.64
04/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-468849390528-Payment,468849390528,04/08/2024,87.02,,149746.62
04/08/2024,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-336115189389-BillPayment,336115189389,04/08/2024,1152.10,,148594.52
04/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-354071859929-Payment from Phone,354071859929,04/08/2024,98.75,,148495.77
04/08/2024,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-404361225146-BillPayment,404361225146,04/08/2024,661.97,,147833.80
04/08/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-398469343188-Payment,398469343188,04/08/2024,109.00,,147724.80
04/08/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-378554833898-Payment,378554833898,04/08/2024,791.50,,146933.30
04/08/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-394152467440-Payment,394152467440,04/08/2024,309.18,,146624.12
04/08/2024,UPI-NITIN KUMAR-nitin694@okhdfcbank-SBIN0002211-223830655269-For Dinner,223830655269,04/08/2024,,40.34,146664.46
05/08/2024,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-288998742609-UPI,288998742609,05/08/2024,287.11,,146377.35
05/08/2024,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT656711,CULTFIT460455,05/08/2024,1499.00,,144878.35
05/08/2024,UPI-VIKRAM AGARWAL-vikram534@okicici-YESB0000789-453478499693-Rent Split,453478499693,05/08/2024,,543.25,145421.60
05/08/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-370322537458-Payment from Phone,370322537458,05/08/2024,374.74,,145046.86
05/08/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-354350643857-Payment from Phone,354350643857,05/08/2024,606.74,,144440.12
06/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-248840351478-Payment from Phone,248840351478,06/08/2024,125.54,,144314.58
06/08/2024,UPI-RITU SHARMA-ritu755@paytm-SBIN0002211-291396693094-For Dinner,291396693094,06/08/2024,130.69,,144183.89
07/08/2024,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD42255732,HDFCLTD42255732,07/08/2024,17500.00,,126683.89
07/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-285816435969-UPI,285816435969,07/08/2024,75.38,,126608.51
07/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-431642894342-UPI,431642894342,07/08/2024,157.32,,126451.19
07/08/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-447552303878-Payment from Phone,447552303878,07/08/2024,127.45,,126323.74
08/08/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-216357045659-Payment,216357045659,08/08/2024,121.80,,126201.94
08/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-403162690282-Payment,403162690282,08/08/2024,68.32,,126133.62
08/08/2024,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-429545257398-Payment,429545257398,08/08/2024,498.67,,125634.95
08/08/2024,ECOM PUR/489562XXXXXX6419/NETFLIX.COM,489562XXXXXX6419,08/08/2024,649.00,,124985.95
08/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-268174343754-Payment from Phone,268174343754,08/08/2024,232.77,,124753.18
08/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-448433762882-UPI,448433762882,08/08/2024,62.48,,124690.70
08/08/2024,UPI-PRACTO-practo@icici-ICIC0000901-425242232089-UPI,425242232089,08/08/2024,241.78,,124448.92
08/08/2024,UPI-OYO ROOMS-oyorooms@ybl-YESB0000678-281944855972-UPI,281944855972,08/08/2024,2527.07,,121921.85
08/08/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-253888193644-UPI,253888193644,08/08/2024,60.67,,121861.18
09/08/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-452982679696-Payment from Phone,452982679696,09/08/2024,210.95,,121650.23
09/08/2024,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-381775491152-Order Payment,381775491152,09/08/2024,586.81,,121063.42
09/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-330748507628-Payment from Phone,330748507628,09/08/2024,45.43,,121017.99
09/08/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-487171186532-UPI,487171186532,09/08/2024,329.53,,120688.46
10/08/2024,ACH D-CAMS NPCI-ICICI PRU MF SIP-12349041,12349041,10/08/2024,6000.00,,114688.46
10/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-367831644913-Payment from Phone,367831644913,10/08/2024,97.99,,114590.47
10/08/2024,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-484424088889-Order Payment,484424088889,10/08/2024,217.37,,114373.10
10/08/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-328575038645-Order Payment,328575038645,10/08/2024,101.97,,114271.13
11/08/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-394420325838-Payment,394420325838,11/08/2024,137.41,,114133.72
11/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-220373841296-Payment,220373841296,11/08/2024,239.76,,113893.96
11/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-435244598040-Payment,435244598040,11/08/2024,107.63,,113786.33
12/08/2024,ACH D-CAMS NPCI-HDFC MF SIP-56788342,56788342,12/08/2024,4000.00,,109786.33
12/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-393784737698-Payment,393784737698,12/08/2024,41.93,,109744.40
12/08/2024,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-326440324977-Payment from Phone,326440324977,12/08/2024,494.15,,109250.25
13/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-340612359455-UPI,340612359455,13/08/2024,27.51,,109222.74
13/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-366051547990-UPI,366051547990,13/08/2024,66.49,,109156.25
14/08/2024,UPI-ANJALI VERMA-anjali435@okhdfcbank-UTIB0000567-384696209700-UPI,384696209700,14/08/2024,,165.39,109321.64
14/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-340484166827-Payment,340484166827,14/08/2024,39.16,,109282.48
14/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-245742697671-Payment,245742697671,14/08/2024,84.30,,109198.18
14/08/2024,ECOM PUR/400123XXXXXX8434/AMAZON PRIME,400123XXXXXX8434,14/08/2024,179.00,,109019.18
15/08/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-438000729068-Payment from Phone,438000729068,15/08/2024,186.18,,108833.00
15/08/2024,UPI-SHREYA SINGH-shreya913@okaxis-UTIB0000567-211769796952-For Dinner,211769796952,15/08/2024,,628.29,109461.29
15/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-272410694370-Payment,272410694370,15/08/2024,58.69,,109402.60
15/08/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-260933407960-UPI,260933407960,15/08/2024,194.77,,109207.83
15/08/2024,UPI-SANJAY SINGH-sanjay285@oksbi-HDFC0000234-273564225373-UPI,273564225373,15/08/2024,123.29,,109084.54
15/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-233884539758-Order Payment,233884539758,15/08/2024,86.32,,108998.22
15/08/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-285091495887-Payment,285091495887,15/08/2024,71.03,,108927.19
16/08/2024,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-321522816485-ElectricityBill,321522816485,16/08/2024,1860.35,,107066.84
16/08/2024,UPI-MYNTRA-myntra@icici-ICIC0000305-274333728687-Payment,274333728687,16/08/2024,695.18,,106371.66
16/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-396496635316-Payment,396496635316,16/08/2024,187.41,,106184.25
17/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-383831393261-Order Payment,383831393261,17/08/2024,102.73,,106081.52
17/08/2024,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-421402671448-Payment,421402671448,17/08/2024,537.46,,105544.06
17/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-464942091693-Order Payment,464942091693,17/08/2024,83.12,,105460.94
17/08/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-250731693315-Order Payment,250731693315,17/08/2024,407.07,,105053.87
17/08/2024,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-235362291768-Order Payment,235362291768,17/08/2024,413.33,,104640.54
18/08/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-317324827797-Payment from Phone,317324827797,18/08/2024,130.02,,104510.52
19/08/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-479579859243-UPI,479579859243,19/08/2024,177.60,,104332.92
19/08/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-494125292152-Payment,494125292152,19/08/2024,277.60,,104055.32
19/08/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-337288755052-Payment from Phone,337288755052,19/08/2024,99.37,,103955.95
19/08/2024,ECOM PUR/400123XXXXXX6023/HOTSTAR,400123XXXXXX6023,19/08/2024,299.00,,103656.95
19/08/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-421926921585-Order Payment,421926921585,19/08/2024,270.06,,103386.89
20/08/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-419095891239-Payment from Phone,419095891239,20/08/2024,104.21,,103282.68
20/08/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-279742037010-Payment from Phone,279742037010,20/08/2024,172.17,,103110.51
20/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-435637903967-UPI,435637903967,20/08/2024,199.13,,102911.38
20/08/2024,UPI-UDEMY-udemy@apl-AIRP0000045-273567313675-UPI,273567313675,20/08/2024,653.19,,102258.19
20/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-284989935306-Payment from Phone,284989935306,20/08/2024,38.83,,102219.36
20/08/2024,NWD-512345XXXXXX3137-HDFC0002345-ATM CASH WDL,512345XXXXXX3137,20/08/2024,1500.00,,100719.36
20/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-211576545737-Order Payment,211576545737,20/08/2024,28.50,,100690.86
21/08/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-333823982014-Order Payment,333823982014,21/08/2024,768.75,,99922.11
21/08/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-325380588383-UPI,325380588383,21/08/2024,40.67,,99881.44
21/08/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-242306872609-Payment from Phone,242306872609,21/08/2024,46.25,,99835.19
22/08/2024,UPI-HALDIRAM RESTAURANT-haldiram.cp@oksbi-SBIN0007744-336669917134-Order Payment,336669917134,22/08/2024,321.87,,99513.32
22/08/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-295638711223-Payment from Phone,295638711223,22/08/2024,68.36,,99444.96
22/08/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-443135572773-Payment,443135572773,22/08/2024,28.57,,99416.39
23/08/2024,UPI-SANJAY AGARWAL-sanjay834@okicici-YESB0000789-237997844782-For Dinner,237997844782,23/08/2024,,337.74,99754.13
23/08/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-380784258029-UPI,380784258029,23/08/2024,262.44,,99491.69
24/08/2024,UPI-SANJAY MEHTA-sanjay737@okicici-ICIC0000345-313121122957-Loan Return,313121122957,24/08/2024,236.48,,99255.21
24/08/2024,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-287492220816-Order Payment,287492220816,24/08/2024,723.13,,98532.08
25/08/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-311458275931-UPI,311458275931,25/08/2024,74.10,,98457.98
25/08/2024,UPI-SR TRADERS-srtraders2018@oksbi-SBIN0009988-363856157194-Payment from Phone,363856157194,25/08/2024,382.03,,98075.95
25/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-334987239693-Payment from Phone,334987239693,25/08/2024,75.93,,98000.02
26/08/2024,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-499612267089-Payment from Phone,499612267089,26/08/2024,441.02,,97559.00
26/08/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-415184330239-UPI,415184330239,26/08/2024,134.15,,97424.85
27/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-255589696667-Order Payment,255589696667,27/08/2024,15.89,,97408.96
27/08/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-276863754514-Payment,276863754514,27/08/2024,437.38,,96971.58
28/08/2024,UPI-KAVITA JOSHI-kavita472@okhdfcbank-YESB0000789-446574063936-Payment,446574063936,28/08/2024,141.88,,96829.70
28/08/2024,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-258402312121-Payment,258402312121,28/08/2024,660.03,,96169.67
28/08/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-321095260402-UPI,321095260402,28/08/2024,68.51,,96101.16
28/08/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-353268704588-Payment from Phone,353268704588,28/08/2024,57.62,,96043.54
28/08/2024,UPI-SANJAY BHATIA-sanjay202@ybl-SBIN0002211-416646832976-Loan Return,416646832976,28/08/2024,,126.17,96169.71
28/08/2024,UPI-NITIN MALHOTRA-nitin921@okicici-HDFC0000234-415672777296-Rent Split,415672777296,28/08/2024,74.05,,96095.66
28/08/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-419531191301-UPI,419531191301,28/08/2024,48.96,,96046.70
29/08/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-239502883428-Payment,239502883428,29/08/2024,25.59,,96021.11
29/08/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-475985222346-Order Payment,475985222346,29/08/2024,24.44,,95996.67
29/08/2024,UPI-PRIYA GUPTA-priya543@ybl-UTIB0000567-431297800626-For Dinner,431297800626,29/08/2024,62.43,,95934.24
29/08/2024,UPI-MOHIT ENTERPRISES-mohitent@ybl-YESB0000501-225876814103-Order Payment,225876814103,29/08/2024,91.93,,95842.31
29/08/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-218109773117-Payment from Phone,218109773117,29/08/2024,16.21,,95826.10
30/08/2024,UPI-PRACTO-practo@icici-ICIC0000901-231706125396-Payment from Phone,231706125396,30/08/2024,794.67,,95031.43
31/08/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-317405144816-Order Payment,317405144816,31/08/2024,38.40,,94993.03
31/08/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-248487295330-Payment from Phone,248487295330,31/08/2024,107.06,,94885.97
31/08/2024,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-467870678088-Payment,467870678088,31/08/2024,634.57,,94251.40
31/08/2024,UPI-DMART READY-dmartready@ybl-YESB0000045-291423825147-UPI,291423825147,31/08/2024,530.27,,93721.13
31/08/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-363790118693-Payment,363790118693,31/08/2024,140.60,,93580.53
31/08/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-470190546890-Payment from Phone,470190546890,31/08/2024,574.05,,93006.48
31/08/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-247089951169-Payment from Phone,247089951169,31/08/2024,523.64,,92482.84
31/08/2024,SMS ALERT CHARGES-AUG24+GST,,31/08/2024,137.04,,92345.80
01/09/2024,NEFT CR-UTIBN4258549440264-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-SEP24,UTIBN4258549440264,01/09/2024,,106360.00,198705.80
01/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-291642297721-Order Payment,291642297721,01/09/2024,170.71,,198535.09
01/09/2024,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-495098692366-BillPayment,495098692366,01/09/2024,1062.29,,197472.80
01/09/2024,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-272774310757-BillPayment,272774310757,01/09/2024,736.04,,196736.76
01/09/2024,UPI-RAHUL AGARWAL-rahul373@apl-YESB0000789-303038511658-Loan Return,303038511658,01/09/2024,482.65,,196254.11
01/09/2024,POS 434358XXXXXX8643 CROMA RETAIL MUMBAI,434358XXXXXX8643,02/09/2024,7315.81,,188938.30
01/09/2024,NWD-434358XXXXXX8805-SBIN0001234-ATM CASH WDL,434358XXXXXX8805,01/09/2024,2000.00,,186938.30
01/09/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-446671507634-Order Payment,446671507634,01/09/2024,20.60,,186917.70
01/09/2024,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-476090490185-UPI,476090490185,01/09/2024,598.33,,186319.37
02/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-346034423541-Payment from Phone,346034423541,02/09/2024,210.81,,186108.56
02/09/2024,UPI-RITU MEHTA-ritu555@ybl-HDFC0000234-348916462514-Payment,348916462514,02/09/2024,190.62,,185917.94
02/09/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-378116771076-UPI,378116771076,02/09/2024,65.61,,185852.33
02/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-325155377047-UPI,325155377047,02/09/2024,45.12,,185807.21
02/09/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-480796685664-Payment,480796685664,02/09/2024,76.66,,185730.55
02/09/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-203766466385-Payment from Phone,203766466385,02/09/2024,88.75,,185641.80
03/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-375124299296-UPI,375124299296,03/09/2024,246.13,,185395.67
04/09/2024,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-489757225269-UPI,489757225269,04/09/2024,948.41,,184447.26
04/09/2024,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-352403472450-Rent SEP24,352403472450,04/09/2024,19000.00,,165447.26
04/09/2024,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-440215291432-Order Payment,440215291432,04/09/2024,206.94,,165240.32
04/09/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-294645671672-Payment from Phone,294645671672,04/09/2024,56.95,,165183.37
04/09/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-472061923971-Payment from Phone,472061923971,04/09/2024,187.48,,164995.89
04/09/2024,UPI-ROHIT RAO-rohit75@okhdfcbank-SBIN0002211-384439735142-Payment,384439735142,04/09/2024,,230.11,165226.00
05/09/2024,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT889359,CULTFIT614723,05/09/2024,1499.00,,163727.00
05/09/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-422137841392-Payment from Phone,422137841392,05/09/2024,46.55,,163680.45
05/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-349276510515-Order Payment,349276510515,05/09/2024,173.50,,163506.95
05/09/2024,POS 477845XXXXXX8043 AJIO MUMBAI,477845XXXXXX8043,06/09/2024,454.26,,163052.69
05/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-405231781733-Order Payment,405231781733,05/09/2024,153.96,,162898.73
05/09/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-406221878391-Payment from Phone,406221878391,05/09/2024,91.08,,162807.65
06/09/2024,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-295565308306-UPI,295565308306,06/09/2024,53.31,,162754.34
06/09/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-474179389461-UPI,474179389461,06/09/2024,174.31,,162580.03
06/09/2024,UPI-RITU MALHOTRA-ritu574@okhdfcbank-SBIN0002211-232434893184-UPI,232434893184,06/09/2024,,264.09,162844.12
06/09/2024,NWD-400123XXXXXX2310-UTIB0004567-ATM CASH WDL,400123XXXXXX2310,06/09/2024,500.00,,162344.12
07/09/2024,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD89133014,HDFCLTD89133014,07/09/2024,17500.00,,144844.12
07/09/2024,UPI-ROHIT MEHTA-rohit179@apl-UTIB0000567-205922002417-UPI,205922002417,07/09/2024,,106.00,144950.12
07/09/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-493464928368-Order Payment,493464928368,07/09/2024,278.40,,144671.72
07/09/2024,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-297792533997-Payment from Phone,297792533997,07/09/2024,100.36,,144571.36
07/09/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-360998450878-UPI,360998450878,07/09/2024,132.02,,144439.34
07/09/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-416617033573-UPI,416617033573,07/09/2024,48.69,,144390.65
07/09/2024,POS 434358XXXXXX6278 BOOKMYSHOW MUMBAI,434358XXXXXX6278,08/09/2024,336.48,,144054.17
08/09/2024,ECOM PUR/434358XXXXXX1200/NETFLIX.COM,434358XXXXXX1200,08/09/2024,649.00,,143405.17
08/09/2024,UPI-DEEPIKA SHARMA-deepika190@oksbi-HDFC0000234-253334847406-Payment,253334847406,08/09/2024,72.94,,143332.23
08/09/2024,POS 477845XXXXXX1739 FLIPKART NOIDA,477845XXXXXX1739,09/09/2024,1607.63,,141724.60
08/09/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-321960815120-UPI,321960815120,08/09/2024,382.17,,141342.43
09/09/2024,ACH D-CAMS NPCI-ICICI PRU MF SIP-12342647,12342647,09/09/2024,6000.00,,135342.43
10/09/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-336742596624-Payment,336742596624,10/09/2024,43.15,,135299.28
10/09/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-236473847591-Order Payment,236473847591,10/09/2024,108.99,,135190.29
10/09/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-200974547418-Order Payment,200974547418,10/09/2024,54.95,,135135.34
